завулак Пермскі, 98, Гродна, Беларусь, 230000
вуліца Прыдарожная, 173, Ліда, Беларусь, 231300
вуліца Нававіленская, 123, Баранавічы, Беларусь, 225320
вуліца Палярная, 163, Барысаў, Беларусь, 222120
праезд Кальцова, 85, Вітебск, Беларусь, 210000
вуліца Льва Сапегі, 40, Мазыр, Беларусь, 247760
вуліца Паштовая, 114, Магілёў, Беларусь, 212000
вуліца Ліпавая, 12, Брэст, Беларусь, 224000
завулак Бранявы, 130, Брэст, Беларусь, 224000
вуліца Берсана, 22, Вітебск, Беларусь, 210000
вуліца Бялецкага, 130, Стаубцы, Беларусь, 222660
вуліца Мядзвежына, 117, Магілёў, Беларусь, 212000
вуліца Светлая, 158, Ашмяны, Беларусь, 231103
вуліца Чычурына, 35, Барысаў, Беларусь, 222120
вуліца Рыбалкі, 172, Вілейка, Беларусь, 222410
праезд Геалагічны, 32, Слонім, Беларусь, 231800
вуліца Бельчыцкая, 82, Магілёў, Беларусь, 212000
вуліца Герцэна, 75, Магілёў, Беларусь, 212000
вуліца Брыкета, 188, Брэст, Беларусь, 224000
вуліца Паштовая, 136, Фаніпаль, Беларусь, 222750
вуліца Шугаева, 197, Гомель, Беларусь, 240000
праезд Волжскі, 166, Мазыр, Беларусь, 247760
вуліца Сядова, 124, Гродна, Беларусь, 230000
вуліца Высокая, 121, Жодзіна, Беларусь, 222160
вуліца Даватара, 74, Бабруйск, Беларусь, 213801
вуліца Дамброўская, 150, Ашмяны, Беларусь, 231103
вуліца Генерала Антонава, 182, Стаубцы, Беларусь, 222660
вуліца Замкавая, 82, Вілейка, Беларусь, 222410
вуліца Сацыялістычная, 168, Дзяржынск, Беларусь, 222720
завулак Акадэміка Жэбрака, 49, Барысаў, Беларусь, 222120
вуліца Яблыневая, 146, Фаніпаль, Беларусь, 222750
завулак Чайкоўскага, 57, Слонім, Беларусь, 231800
завулак Брацкі, 123, Баранавічы, Беларусь, 225320
вуліца Дачная, 43, Жодзіна, Беларусь, 222160
вуліца Фаміна, 158, Ліда, Беларусь, 231300
завулак Зарачанскі, 34, Бабруйск, Беларусь, 213801
завулак Дабрамысленскі, 146, Орша, Беларусь, 211030
вуліца Заводская, 194, Дзяржынск, Беларусь, 222720
завулак Неўскі, 68, Брэст, Беларусь, 224000
вуліца Аршанская, 113, Гомель, Беларусь, 240000
вуліца Сонечная, 50, Полацк, Беларусь, 211291
вуліца Каржанеўскага, 78, Дзяржынск, Беларусь, 222720
вуліца Качынская, 130, Баранавічы, Беларусь, 225320
вуліца Старынаўская, 156, Дзяржынск, Беларусь, 222720
вуліца Дубравінская, 196, Вітебск, Беларусь, 210000
вуліца Бабушкіна, 61, Мазыр, Беларусь, 247760
вуліца Калініна, 27, Стаубцы, Беларусь, 222660
вуліца Пскоўская, 73, Магілёў, Беларусь, 212000
вуліца Сасновая, 112, Ашмяны, Беларусь, 231103
завулак Лугавы, 47, Дзяржынск, Беларусь, 222720
завулак Солтыса, 87, Барысаў, Беларусь, 222120
вуліца Юнацкая, 41, Мазыр, Беларусь, 247760
завулак Чырваназоркавы, 179, Стаубцы, Беларусь, 222660
вуліца Калектарная, 161, Ашмяны, Беларусь, 231103
вуліца Паштовая, 85, Гродна, Беларусь, 230000
вуліца Акадэміка Купрэвіча, 181, Гомель, Беларусь, 240000
вуліца Радзішчава, 15, Слонім, Беларусь, 231800
вуліца Юбілейная, 173, Вілейка, Беларусь, 222410
вуліца Чыгуначная, 92, Барысаў, Беларусь, 222120
вуліца Змітрака Бядулі, 11, Гродна, Беларусь, 230000
вуліца Навінкаўская, 90, Гомель, Беларусь, 240000
вуліца Ермака, 75, Слонім, Беларусь, 231800
вуліца Крынічная, 173, Ліда, Беларусь, 231300
вуліца Маладзечанская, 161, Мінск, Беларусь, 220000
завулак Пуцейскі, 174, Мінск, Беларусь, 220000
завулак Стэпавы, 68, Дзяржынск, Беларусь, 222720
вуліца Грушаўская, 159, Орша, Беларусь, 211030
вуліца Матросава, 191, Брэст, Беларусь, 224000
вуліца Сасновы Бор, 33, Фаніпаль, Беларусь, 222750
завулак Веснінка, 64, Мазыр, Беларусь, 247760
вуліца Гогалеўская, 199, Фаніпаль, Беларусь, 222750
вуліца Тупалева, 89, Мінск, Беларусь, 220000
вуліца Старынаўская, 91, Вілейка, Беларусь, 222410
вуліца Кульман, 118, Мазыр, Беларусь, 247760
вуліца Беларуская, 125, Вітебск, Беларусь, 210000
завулак Дачны, 178, Вітебск, Беларусь, 210000
завулак Снежны, 151, Вілейка, Беларусь, 222410
завулак Уральскі, 39, Полацк, Беларусь, 211291
завулак Магнітны, 16, Полацк, Беларусь, 211291
вуліца Бірузова, 48, Ашмяны, Беларусь, 231103
вуліца Чычэрына, 82, Гомель, Беларусь, 240000
вуліца Уладзіслава Сыракомлі, 99, Баранавічы, Беларусь, 225320
вуліца Дастаеўскага, 178, Барысаў, Беларусь, 222120
вуліца Рэпіна, 57, Полацк, Беларусь, 211291
вуліца Купрыянава, 198, Дзяржынск, Беларусь, 222720
вуліца Янкі Брыля, 71, Мінск, Беларусь, 220000
праезд Дразды, 67, Орша, Беларусь, 211030
вуліца Сухараўская, 180, Мазыр, Беларусь, 247760
завулак Пакроўскі, 57, Ліда, Беларусь, 231300
вуліца Варвашэні, 73, Полацк, Беларусь, 211291
вуліца Надзеждзінская, 180, Баранавічы, Беларусь, 225320
вуліца Томская, 165, Дзяржынск, Беларусь, 222720
вуліца Рылеева, 159, Гродна, Беларусь, 230000
вуліца Аўрораўская, 160, Барысаў, Беларусь, 222120
вуліца Садовая, 38, Стаубцы, Беларусь, 222660
вуліца Суражская, 77, Бабруйск, Беларусь, 213801
вуліца Акадэміка Красіна, 79, Слонім, Беларусь, 231800
вуліца Мендзялеева, 196, Гомель, Беларусь, 240000
завулак Геалагічны, 30, Магілёў, Беларусь, 212000
вуліца Мачульскага, 149, Ашмяны, Беларусь, 231103
вуліца Бровікава, 13, Ліда, Беларусь, 231300
вуліца Сцяпянская, 196, Барысаў, Беларусь, 222120
вуліца Сяліцкага, 132, Фаніпаль, Беларусь, 222750
плошча Свабоды, 22, Дзяржынск, Беларусь, 222720
вуліца Маргелава, 151, Гомель, Беларусь, 240000
