вуліца Грушаўская, 180, Орша, Беларусь, 211030
вуліца Пархоменкі, 148, Мазыр, Беларусь, 247760
вуліца Аранжарэйная, 198, Бабруйск, Беларусь, 213801
завулак Мацвееўскі, 121, Ашмяны, Беларусь, 231103
вуліца Верхняя, 27, Вітебск, Беларусь, 210000
вуліца Вызвалення, 14, Мазыр, Беларусь, 247760
вуліца Альшанская, 67, Гомель, Беларусь, 240000
праспект Пушкіна, 10, Орша, Беларусь, 211030
плошча Свабоды, 59, Полацк, Беларусь, 211291
завулак Прамысловы, 76, Брэст, Беларусь, 224000
праезд Валачаеўскі, 125, Баранавічы, Беларусь, 225320
вуліца Уральская, 39, Брэст, Беларусь, 224000
вуліца Алібегава, 174, Брэст, Беларусь, 224000
вуліца Алібегава, 112, Полацк, Беларусь, 211291
вуліца Лучайская, 89, Фаніпаль, Беларусь, 222750
вуліца Някрасава, 181, Вітебск, Беларусь, 210000
вуліца Карбышава, 129, Дзяржынск, Беларусь, 222720
вуліца Заводская, 124, Фаніпаль, Беларусь, 222750
завулак Калінінградскі, 78, Фаніпаль, Беларусь, 222750
вуліца Стаўбцоўская, 35, Ашмяны, Беларусь, 231103
завулак Чайкоўскага, 110, Магілёў, Беларусь, 212000
вуліца Чырваназоркавая, 170, Гродна, Беларусь, 230000
вуліца Ліпавая, 60, Ліда, Беларусь, 231300
вуліца Нававіленская, 139, Орша, Беларусь, 211030
вуліца Маскоўская, 133, Вітебск, Беларусь, 210000
вуліца Малініна, 19, Стаубцы, Беларусь, 222660
вуліца Станіслаўскага, 175, Гомель, Беларусь, 240000
вуліца Уладзіслава Галубка, 30, Ліда, Беларусь, 231300
вуліца Якуба Коласа, 173, Гомель, Беларусь, 240000
вуліца Паўлава, 144, Вілейка, Беларусь, 222410
вуліца Савецкая, 43, Мінск, Беларусь, 220000
завулак Льва Талстога, 14, Бабруйск, Беларусь, 213801
вуліца Шасэйная, 74, Жодзіна, Беларусь, 222160
вуліца Гебелева, 184, Мінск, Беларусь, 220000
вуліца Рэпіна, 140, Слонім, Беларусь, 231800
вуліца Шчорса, 167, Магілёў, Беларусь, 212000
вуліца Лепельская, 18, Фаніпаль, Беларусь, 222750
вуліца Хабараўская, 61, Орша, Беларусь, 211030
вуліца Усіхсвяцкая, 143, Гомель, Беларусь, 240000
вуліца Гродзенская, 189, Ашмяны, Беларусь, 231103
праезд Волжскі, 31, Гомель, Беларусь, 240000
вуліца Бяляева, 154, Баранавічы, Беларусь, 225320
вуліца Язмінавая, 172, Ліда, Беларусь, 231300
завулак Веснінка, 192, Барысаў, Беларусь, 222120
вуліца Калектарная, 192, Орша, Беларусь, 211030
тупік Капыльскі, 87, Дзяржынск, Беларусь, 222720
вуліца Васільковая, 38, Слонім, Беларусь, 231800
вуліца Горная, 16, Вілейка, Беларусь, 222410
вуліца Някрасава, 161, Баранавічы, Беларусь, 225320
завулак Будслаўскі, 186, Брэст, Беларусь, 224000
вуліца Арджанікідзэ, 195, Вітебск, Беларусь, 210000
вуліца Няжданавай, 137, Гомель, Беларусь, 240000
праезд Кальцова, 130, Вітебск, Беларусь, 210000
вуліца Генерала Антонава, 95, Полацк, Беларусь, 211291
вуліца Харкаўская, 77, Ашмяны, Беларусь, 231103
вуліца Навасельская, 53, Барысаў, Беларусь, 222120
завулак Літаратурны, 29, Бабруйск, Беларусь, 213801
завулак Млынавы, 94, Гомель, Беларусь, 240000
вуліца Хмялеўскага, 151, Барысаў, Беларусь, 222120
вуліца Аэрафлоцкая, 80, Мінск, Беларусь, 220000
вуліца Заводская, 85, Полацк, Беларусь, 211291
завулак Аўтадораўскі, 121, Мазыр, Беларусь, 247760
вуліца Фабрыцыуса, 180, Мазыр, Беларусь, 247760
вуліца Варвашэні, 45, Магілёў, Беларусь, 212000
завулак Германаўскі, 28, Барысаў, Беларусь, 222120
праезд Рагачоўскі, 59, Стаубцы, Беларусь, 222660
праспект Жукава, 186, Слонім, Беларусь, 231800
Кастрычніцкая плошча, 125, Барысаў, Беларусь, 222120
вуліца Прушынскіх, 44, Баранавічы, Беларусь, 225320
вуліца Астрожскіх, 181, Дзяржынск, Беларусь, 222720
вуліца Будслаўская, 31, Брэст, Беларусь, 224000
вуліца Авіяцыі, 57, Гомель, Беларусь, 240000
вуліца Кірэева, 26, Баранавічы, Беларусь, 225320
вуліца Гагарына, 132, Фаніпаль, Беларусь, 222750
тупік Зарэчны, 135, Вітебск, Беларусь, 210000
праезд Глінішча, 33, Стаубцы, Беларусь, 222660
вуліца Кіеўская, 57, Магілёў, Беларусь, 212000
вуліца Чырвонаармейская, 181, Гродна, Беларусь, 230000
вуліца Пажарная, 45, Магілёў, Беларусь, 212000
вуліца Грэкава, 121, Полацк, Беларусь, 211291
завулак Лінейны, 60, Барысаў, Беларусь, 222120
вуліца Уральская, 50, Ліда, Беларусь, 231300
завулак Маякоўскага, 71, Ашмяны, Беларусь, 231103
вуліца Беламорская, 116, Вілейка, Беларусь, 222410
вуліца Антонаўская, 182, Магілёў, Беларусь, 212000
вуліца Кунцаўшчына, 80, Орша, Беларусь, 211030
вуліца Мазырская, 58, Дзяржынск, Беларусь, 222720
праезд Энергетычны, 136, Орша, Беларусь, 211030
завулак Стаханаўскі, 98, Слонім, Беларусь, 231800
бульвар Шаўчэнкі, 18, Магілёў, Беларусь, 212000
вуліца Кальцова, 95, Барысаў, Беларусь, 222120
вуліца Леніна, 192, Барысаў, Беларусь, 222120
вуліца Калектарная, 191, Полацк, Беларусь, 211291
завулак Фізкультурны, 190, Барысаў, Беларусь, 222120
вуліца Раманаўская Слабада, 121, Вітебск, Беларусь, 210000
вуліца Камайская, 99, Гродна, Беларусь, 230000
вуліца Грыбаедава, 120, Дзяржынск, Беларусь, 222720
вуліца Чарняхоўскага, 124, Гомель, Беларусь, 240000
вуліца Трасцянецкая, 144, Фаніпаль, Беларусь, 222750
вуліца Данілы Сердзіча, 56, Фаніпаль, Беларусь, 222750
вуліца Гальшанская, 34, Гродна, Беларусь, 230000
праезд Жукоўскага, 178, Фаніпаль, Беларусь, 222750
завулак Вайсковы, 143, Бабруйск, Беларусь, 213801
вуліца Чыгуначная, 137, Полацк, Беларусь, 211291
вуліца Платонава, 17, Стаубцы, Беларусь, 222660
